date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:20:48	202/202	---M--	200	added ('OK%20')	text/plain	date:Fri,%2018%20Apr%202014%2008:26:42%20GMT	http://localhost:3001/robots.txt		(from )
18:20:48	13666/13666	---M--	200	added ('OK%20')	text/html	etag:%22ee73b521f162675a4543a601c9165ada%22	http://localhost:3001/	/home/michael/websites/origin-agritamwin/localhost_3001/index.html	(from )
18:20:48	342349/342349	---M--	200	added ('OK%20')	text/css	etag:%2283f6660f09d0d1255affe32eb65d0f56%22	http://localhost:3001/assets/application.css?body=1	/home/michael/websites/origin-agritamwin/localhost_3001/assets/application7e76.css	(from http://localhost:3001/)
18:20:50	397/397	---M--	200	added ('OK%20')	image/png	etag:%2207afec8e1a74cbc831f90c0992ddfb5e%22	http://localhost:3001/assets/options1.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/options1.png	(from http://localhost:3001/)
18:20:50	459/459	---M--	200	added ('OK%20')	image/png	etag:%228ce48aecb489b690b73b05ac16741166%22	http://localhost:3001/assets/options2.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/options2.png	(from http://localhost:3001/)
18:20:51	374/374	---M--	200	added ('OK%20')	image/png	etag:%2245924aa537aaecb1eaade6be7ff6d1bf%22	http://localhost:3001/assets/options3.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/options3.png	(from http://localhost:3001/)
18:20:51	377/377	---M--	200	added ('OK%20')	image/png	etag:%22cd41ad12095ef365b16f65a79b267b2e%22	http://localhost:3001/assets/options4.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/options4.png	(from http://localhost:3001/)
18:20:51	454/454	---M--	200	added ('OK%20')	image/png	etag:%22537feb425c92ad015705fdf6128d8a42%22	http://localhost:3001/assets/basket.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/basket.png	(from http://localhost:3001/)
18:20:51	1608/1608	---M--	200	added ('OK%20')	image/png	etag:%229790261c640ac9cdb92ea0e38ab8ecbe%22	http://localhost:3001/assets/pre_h1.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/pre_h1.png	(from http://localhost:3001/)
18:20:52	4646/4646	---M--	200	added ('OK%20')	image/png	etag:%2225f8110a1b295476cb749b0577970b60%22	http://localhost:3001/assets/menu_img_1.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_1.png	(from http://localhost:3001/)
18:20:52	3725/3725	---M--	200	added ('OK%20')	image/png	etag:%22efe9d14d5d405118a4de90f5c52bf003%22	http://localhost:3001/assets/menu_img_2.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_2.png	(from http://localhost:3001/)
18:20:52	3123/3123	---M--	200	added ('OK%20')	image/png	etag:%22324677a4a57468fd36a5bfa635682072%22	http://localhost:3001/assets/menu_img_3.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_3.png	(from http://localhost:3001/)
18:20:52	1968/1968	---M--	200	added ('OK%20')	image/png	etag:%222a3de005f22268838c46f72bf9440528%22	http://localhost:3001/assets/menu_img_4.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_4.png	(from http://localhost:3001/)
18:20:53	4216/4216	---M--	200	added ('OK%20')	image/png	etag:%2247465d216a5039be867f86bfc0325a55%22	http://localhost:3001/assets/menu_img_5.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_5.png	(from http://localhost:3001/)
18:20:53	3227/3227	---M--	200	added ('OK%20')	image/png	etag:%224cd74872ef39ac85c9df9e1fd1b17bdf%22	http://localhost:3001/assets/menu_img_6.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_6.png	(from http://localhost:3001/)
18:20:53	3294/3294	---M--	200	added ('OK%20')	image/png	etag:%22ecf0aa10042c9be0485a2b548b73b68f%22	http://localhost:3001/assets/menu_img_7.png	/home/michael/websites/origin-agritamwin/localhost_3001/assets/menu_img_7.png	(from http://localhost:3001/)
